outlet_name,open_mon,close_mon,open_tue,close_tue,open_wed,close_wed,open_thu,close_thu,open_fri,close_fri,open_sat,close_sat,open_sun,close_sun,open_time,close_time,open_hours_daily,has_varying_hours
Singapore Pools Bedok North Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Sheng Siong Tanglin Halt Road,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Sheng Moh Fruits & Provision Store,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Prime Keat Hong,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Yung Kuang Road,,,,,,,,,,,,,,,,,0.0,0
NTUC FairPrice Yew Tee Point,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice Woodlands Civic Centre,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Thomson Plaza,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Tampines Street 83,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice Tampines Street 44,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Rivervale Mall,,,,,,,,,,,,,,,,,0.0,0
NTUC FairPrice Punggol Oasis Terraces,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice Parkway Parade,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice Marine Parade Central,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Limbang Shopping Centre,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice E!Hub @ Downtown East,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Clementi Avenue 2,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Ng Nam Thye Trading - Ang Mo Kio Avenue 3,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Lim Heng Ee Trading Pte. Ltd.,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Golden Lagoon Trading,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Goh Geok Kwee Agency - Bukit Merah,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Giant Beauty World Centre,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Chua Hong Kim Trading,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Chop Yeo Thong Heng,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Chong Hoe Tong,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Cheng Chew Wah Agency - Bedok South Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Cheers Hougang Avenue 3,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Store Plaza Singapura,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Store Foch Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Store Bedok North Street 2,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Tan Ah Leck Trading - Jurong East Street 31,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Superbowl Jurong Pte Ltd,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Singapore Pools Woodlands N8 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Upper Boon Keng Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Telok Blangah Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Peace Centre Branch,,,,,,,,,,,,,,,,,0.0,0
Singapore Pools Pasir Ris N7 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Canberra Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Ang Mo Kio N2A Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Prime Yishun Avenue 6,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Papillon Florist Pte Ltd,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FP Century Square,,,,,,,,,,,,,,,,,0.0,0
NTUC FairPrice Tampines Street 11,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Senja Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Seletar Mall,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice New Upper Changi Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Kallang Wave Mall,,,,,,,,,,,,,,,,,0.0,0
NTUC FairPrice Kallang Bahru,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Hougang Mall,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Hillion Mall,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice Eastpoint Mall,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Bukit Panjang Plaza,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Kwek Lee Eng Agency,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Hougang United Football Club,,,,,,,,,,,,,,,,,0.0,0
Giant Pioneer Mall,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Giant Paya Lebar Square,,,,,,,,,,,,,,,,,0.0,0
Giant Compassvale Bow,,,,,,,,,,,,,,,,,0.0,0
Everbright  Services,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Store Sin Ming,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Store Circular Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Big Mac Centre,,,,,,,,,,,,,,,,,0.0,0
Yeo Kean Fatt Dept Store,,,,,,,,,,,,,,,,,0.0,0
Tampines Trading - 824,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Singapore Pools Yishun N4 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Toa Payoh Lorong 4 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Northpoint City Branch,10.00 am,9.00 pm,10.00 am,9.00 pm,10.00 am,9.00 pm,10.00 am,9.00 pm,10.00 am,9.00 pm,10.00 am,9.00 pm,10.00 am,9.00 pm,10.00 am,9.00 pm,11.0,0
Singapore Pools Lorong Lew Lian Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Lengkok Bahru Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Jalan Batu Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Geylang Rd Branch,,,,,,,,,,,,,,,,,0.0,0
Singapore Pools Fajar Road Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Empress Road Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Chai Chee Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Bukit Batok N3 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Bishan N1 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Balestier Road Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Sheng Siong Sengkang West Ave,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Sheng Siong Marsiling Mall,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Seah Koon Huat (Boon Tiong Rd),,,,,,,,,,,,,,,,,0.0,0
Seah Geok Eng Agency - Upper Serangoon View,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
S E Store,,,,,,,,,,,,,,,,,0.0,0
Prime Woodlands,,,,,,,,,,,,,,,,,0.0,0
Prime Joo Seng,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Prime Compassvale Street,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Prime Admiralty Place,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Precise Optics,,,,,,,,,,,,,,,,,0.0,0
NTUC FP Shaw Plaza,,,,,,,,,,,,,,,,,0.0,0
NTUC FP Jurong Point,9.00 am,6.00 pm,9.00 am,8.00 pm,9.00 am,7.00 pm,9.00 am,7.00 pm,9.00 am,8.00 pm,9.00 am,9.00 pm,9.00 am,9.00 pm,9.00 am,7.00 pm,10.71,1
NTUC FairPrice Tiong Bahru Plaza,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice The Woodleigh Mall,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Telok Blangah Street 32,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Tai Seng,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Sengkang East Ave,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Punggol Plaza,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
NTUC FairPrice Le Quest,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
NTUC FairPrice Dawson Place,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Lee Ah Lan Trading,,,,,,,,,,,,,,,,,0.0,0
Holland Drive Betting Centre – Lottery Lobby (Public),10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,8.0,0
Hock Soon Ann,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Gerk Chwee Trading,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Dawn Florist - Aljunied Avenue 2,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Balestier Khalsa Football Club,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
B.H. Mini Mart,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
A.P. Mini Mart - Lorong 8 Toa Payoh,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
A.P. Mini Mart - Bedok Reservoir Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Store Bukit Batok West Avenue 6,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
7-Eleven Jalan Leban,8.00 am,6.00 pm,8.00 am,8.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,8.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.14,1
Warriors Football Club (S),,,,,,,,,,,,,,,,,0.0,0
Uni-Foto Pte Ltd,,,,,,,,,,,,,,,,,0.0,0
Tuas View,,,,,,,,,,,,,,,,,0.0,0
Singapore Racecourse - MRT Plaza (Public),,,,,,,,,,,,,,,,,0.0,0
Singapore Pools Yishun N7 Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Singapore Pools Upp Thomson Branch,,,,,,,,,,,,,,,,,0.0,0
Singapore Pools Great World City Branch,,,,,,,,,,,,,,,,,0.0,0
Singapore Pools Everton Park Branch,,,,,,,,,,,,,,,,,0.0,0
Singapore Pools Changi Road Branch,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,12.0,0
Sheng Siong Serangoon North Avenue 5,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Shell Station Geylang Road,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,8.00 am,7.00 pm,11.0,0
Serangoon Avenue 3 Betting Centre - Lottery Lobby (Public),10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,10.00 am,6.00 pm,8.0,0
River Hong Bao,,,,,,,,,,,,,,,,,0.0,0
Prime Serangoon North,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,8.00 pm,8.00 am,9.00 pm,8.00 am,9.00 pm,8.00 am,8.00 pm,12.29,1
Prime Hougang,,,,,,,,,,,,,,,,,0.0,0
