outlet_name,address,postal_code,outlet_type,group1_wins,group2_wins,combined_wins,source,latitude,longitude,onemap_address,planning_area,x_svy21,y_svy21,geocode_status,proxy_500m,proxy_750m,proxy_1000m,proxy_1500m,area_type,region,pa_hdb_units,win_rate_1000m
NTUC FairPrice Sun Plaza,NTUC FairPrice Sun Plaza30 Sembawang Drive #B1-01/02 Sun Plaza Singapore 757713,757713,Authorised Retailer (FairPrice),8,34,42,matched,1.44819666623789,103.819498634275,30 SEMBAWANG DRIVE SEMBAWANG LIBRARY SINGAPORE 757713,SEMBAWANG,26462.0589625053,47759.7519863788,OK,0,0,0,0,residential,NORTH REGION,30330,0.0
NTUC FairPrice Jurong Point,NTUC FairPrice Jurong Point63 Jurong West Central 3 #03-01 Jurong Point Singapore 648331,648331,Authorised Retailer (FairPrice),8,64,72,matched,1.33931504032005,103.705350996191,63 JURONG WEST CENTRAL 3 BOON LAY BUS INTERCHANGE SINGAPORE 648331,JURONG WEST,13758.5676118182,35720.5406027697,OK,75206,75206,75206,75206,residential,WEST REGION,75206,0.00095737
NTUC FairPrice Bedok North Street 4,NTUC FairPrice Bedok North Street 4Block 89 Bedok North Street 4 #01-77/79 Singapore 460089,460089,Authorised Retailer (FairPrice),8,23,31,matched,1.33233468349262,103.938051284737,89 BEDOK NORTH STREET 4 SINGAPORE 460089,BEDOK,39655.6670912411,34948.5643044356,OK,0,0,0,0,residential,EAST REGION,64415,0.0
Giant Sunshine Place,Giant Sunshine Place475 Choa Chu Kang Avenue 3 #01-01/10 Sunshine Place Singapore 680475,680475,Authorised Retailer,8,25,33,matched,1.37805614752086,103.738931794069,475 CHOA CHU KANG AVENUE 3 KINDERLAND KINDERGARTEN (CHOA CHU KANG) SINGAPORE 680475,CHOA CHU KANG,17495.9250015644,40004.170991024,OK,0,0,0,0,residential,WEST REGION,49026,0.0
Cheers Hougang Central,Cheers Hougang CentralBlock 810 Hougang Central #01-214 Singapore 530810,530810,Authorised Retailer,8,45,53,matched,1.37160444105564,103.893647271883,810 HOUGANG CENTRAL ALJUNIED-HOUGANG TOWN COUNCIL (MAIN OFFICE) SINGAPORE 530810,HOUGANG,34713.849287549,39290.6505232118,OK,0,0,0,57557,residential,NORTH-EAST REGION,57557,0.0
Vitatron & Medical Co,Vitatron & Medical Co60 Smith Street Singapore 058963,058963,Authorised Retailer,7,28,35,matched,1.28294362945788,103.8433288831,60 SMITH STREET KRETA AYER CONSERVATION AREA SINGAPORE 058963,OUTRAM,29114.0644496065,29486.9102553781,OK,1995,1995,1995,3990,residential,CENTRAL REGION,1995,0.01754386
Teo Sook Cheng Agency,Teo Sook Cheng AgencyBlock 293 Yishun Street 22 #01-225 Singapore 760293,760293,Authorised Retailer,7,65,72,matched,1.43611425409216,103.837605235958,293 YISHUN STREET 22 SINGAPORE 760293,YISHUN,28477.0396516826,46423.7352620233,OK,0,0,0,0,residential,NORTH REGION,65614,0.0
Soh Choo Trading,Soh Choo TradingBlock 19 Marsiling Lane #01-303 Singapore 730019,730019,Authorised Retailer,7,37,44,matched,1.44328204285332,103.777294228046,19 MARSILING LANE SINGAPORE 730019,WOODLANDS,21765.3621874293,47216.3897085264,OK,0,70072,70072,70072,residential,NORTH REGION,70072,0.00062793
Singapore Pools Tampines N4 Branch,Singapore Pools Tampines N4 BranchBlock 481 Tampines Street 44 #01-277 Singapore 520481,520481,Branch,7,20,27,matched,1.36162956418494,103.953251115722,481 TAMPINES STREET 44 SINGAPORE 520481,TAMPINES,41347.0940520279,38187.9267350622,OK,0,0,0,0,residential,EAST REGION,75342,0.0
Singapore Pools Serangoon Central Branch,Singapore Pools Serangoon Central BranchBlock 254 Serangoon Central Drive #01-209 Singapore 550254,550254,Branch,7,41,48,matched,1.35406229913885,103.871216925982,254 SERANGOON CENTRAL DRIVE SINGAPORE 550254,SERANGOON,32217.6548147844,37350.8782368433,OK,0,0,21632,21632,residential,NORTH-EAST REGION,21632,0.00221893
Singapore Pools Potong Pasir Branch,Singapore Pools Potong Pasir BranchBlock 148 Potong Pasir Avenue 1 #01-73 Singapore 350148,350148,Branch,7,17,24,matched,1.3323543597317,103.86777426102,148 POTONG PASIR AVENUE 1 SINGAPORE 350148,TOA PAYOH,31834.559149812,34950.5191621631,OK,0,0,42185,42185,residential,CENTRAL REGION,42185,0.00056892
Singapore Pools Lucky Plaza Branch,Singapore Pools Lucky Plaza Branch304 Orchard Road #B1-91/92 Lucky Plaza Singapore 238863,238863,Branch,7,67,74,matched,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,ORCHARD,28071.6446550656,31871.1689420138,OK,0,1995,1995,1995,commercial,CENTRAL REGION,0,0.03709273
Singapore Pools Holland Drive Branch,Singapore Pools Holland Drive BranchBlock 46 Holland Drive #01-371/373 Singapore 270046,270046,Branch,7,56,63,matched,1.30878949399241,103.792695569227,46 HOLLAND DRIVE SINGAPORE 270046,QUEENSTOWN,23479.0386890257,32344.8471478373,OK,0,0,0,36378,residential,CENTRAL REGION,36378,0.0
Singapore Pools Bukit Panjang Branch,Singapore Pools Bukit Panjang BranchBlock 257 Bangkit Road #01-49 Singapore 670257,670257,Branch,7,46,53,matched,1.37850873559017,103.773212348159,257 BANGKIT ROAD BUKIT PANJANG NEIGHBOURHOOD CENTRE SINGAPORE 670257,BUKIT PANJANG,21310.927306273,40054.092188444,OK,0,0,0,0,residential,WEST REGION,36896,0.0
Singapore Pools Bishan N2 Branch,Singapore Pools Bishan N2 BranchBlock 279 Bishan Street 24 #01-52 Singapore 570279,570279,Branch,7,36,43,matched,1.35722283118337,103.843785252615,279 BISHAN STREET 24 SINGAPORE 570279,BISHAN,29164.8201050702,37700.3233195785,OK,0,0,20072,20072,residential,CENTRAL REGION,20072,0.00214229
Singapore Pools Ang Mo Kio N4 Branch,Singapore Pools Ang Mo Kio N4 BranchBlock 447 Ang Mo Kio Avenue 10 #01-1685 Singapore 560447,560447,Branch,7,45,52,matched,1.36750371103856,103.855897952833,447 ANG MO KIO AVENUE 10 LITTLE CHAMPS SCHOOLHOUSE (MONTESSORI) PTE. LTD. SINGAPORE 560447,ANG MO KIO,30512.813386295,38837.139905205,OK,0,0,0,0,residential,NORTH-EAST REGION,51310,0.0
Singapore Pools Anchorvale Road Branch,Singapore Pools Anchorvale Road BranchBlock 308 Anchorvale Road #01-05 Singapore 540308,540308,Branch,7,25,32,matched,1.38955848510235,103.886426650492,308 ANCHORVALE ROAD MULTI STOREY CAR PARK SINGAPORE 540308,SENGKANG,33910.2374374568,41275.8993351981,OK,0,70189,70189,70189,residential,NORTH-EAST REGION,70189,0.00045591
Seah Koon Huat - Bukit Merah View,Seah Koon Huat - Bukit Merah ViewBlock 116 Bukit Merah View #01-233 Singapore 151116,151116,Authorised Retailer,7,29,36,matched,1.28513427067055,103.821532226321,116 BUKIT MERAH VIEW SINGAPORE 151116,BUKIT MERAH,26688.2769996626,29729.1409034245,OK,0,0,0,0,residential,CENTRAL REGION,54157,0.0
Prime Punggol Field,Prime Punggol FieldBlock 108 Punggol Field #01-02 Singapore 820108,820108,Authorised Retailer,7,26,33,matched,1.39649861628108,103.908866307025,108 PUNGGOL FIELD SINGAPORE 820108,PUNGGOL,36407.4559063781,42043.3725142553,OK,0,0,0,0,residential,NORTH-EAST REGION,55811,0.0
NTUC FairPrice Tanjong Pagar Plaza,NTUC FairPrice Tanjong Pagar PlazaBlock 5 Tanjong Pagar Plaza #01-01 Singapore 081005,081005,Authorised Retailer (FairPrice),7,22,29,matched,1.27624052001347,103.843006115698,5 TANJONG PAGAR PLAZA SINGAPORE 081005,OUTRAM,29078.1458873488,28745.7149225492,OK,0,1995,1995,1995,residential,CENTRAL REGION,1995,0.01453634
NTUC FairPrice Bukit Merah Central,NTUC FairPrice Bukit Merah CentralBlock 166 Bukit Merah Central #02-3531 Singapore 150166,150166,Authorised Retailer (FairPrice),7,33,40,matched,1.28309262574973,103.817667202598,166 BUKIT MERAH CENTRAL SINGAPORE 150166,BUKIT MERAH,26258.1306317728,29503.3886602689,OK,0,0,0,0,residential,CENTRAL REGION,54157,0.0
Metro Woodlands,Metro Woodlands1 Woodlands Square #01-18/19 Causeway Point Singapore 738099,738099,Authorised Retailer,7,29,36,matched,1.4360700650803,103.785981524253,1 WOODLANDS SQUARE CAUSEWAY POINT SINGAPORE 738099,WOODLANDS,22732.1066652434,46418.9031902999,OK,0,0,0,70072,residential,NORTH REGION,70072,0.0
Livewire (Resorts World Sentosa),Livewire (Resorts World Sentosa)26 Sentosa Gateway #B1-208 Singapore 098138,098138,,7,35,42,scraped,1.2570386446855,103.822038714405,26 SENTOSA GATEWAY SHOWPLACE (RESORTS WORLD SENTOSA) SINGAPORE 098138,SOUTHERN ISLANDS,26744.6313240752,26622.4717394784,OK,0,0,54157,54157,commercial,CENTRAL REGION,0,0.00077552
Kis Store,Kis StoreBlock 4 Changi Village Road #01-2074 Singapore 500004,500004,Authorised Retailer,7,23,30,matched,1.38909635615366,103.98746284567,4 CHANGI VILLAGE ROAD SINGAPORE 500004,CHANGI,45154.2731120568,41225.2923560701,OK,0,0,0,0,commercial,EAST REGION,0,0.0
Clifford Gift Shop,Clifford Gift ShopBlock 532 Ang Mo Kio Avenue 10 #01-2459 Singapore 560532,560532,Authorised Retailer,7,48,55,matched,1.37380851539559,103.854594160601,532 ANG MO KIO AVENUE 10 CHENG SAN CENTRE SINGAPORE 560532,ANG MO KIO,30367.7107608449,39534.2918106392,OK,0,0,0,0,residential,NORTH-EAST REGION,51310,0.0
Cheers Changi Village Road,Cheers Changi Village RoadBlock 4 Changi Village Road #01-2074 Singapore 500004,500004,Authorised Retailer,7,39,46,matched,1.38909635615366,103.98746284567,4 CHANGI VILLAGE ROAD SINGAPORE 500004,CHANGI,45154.2731120568,41225.2923560701,OK,0,0,0,0,commercial,EAST REGION,0,0.0
7-Eleven Store Owen Road,7-Eleven Store Owen RoadBlock 45 Owen Road #01-295 Singapore 210045,210045,Authorised Retailer (7-Eleven),7,16,23,matched,1.31559567579803,103.850825476141,45 OWEN ROAD SINGAPORE 210045,KALLANG,29948.3486031415,33097.4099246319,OK,0,0,0,1995,residential,CENTRAL REGION,40171,0.0
Xie Sheng Departmental Service Company,Xie Sheng Departmental Service CompanyBlock 632 Bedok Reservoir Road #01-820 Singapore 470632,470632,Authorised Retailer,6,27,33,matched,1.33205094618817,103.914145075793,632 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470632,BEDOK,36995.1522448063,34917.0898994226,OK,0,0,0,0,residential,EAST REGION,64415,0.0
Singapore Pools Woodlands N3 Branch,Singapore Pools Woodlands N3 BranchBlock 305 Woodlands Street 31 #01-77 Singapore 730305,730305,Branch,6,47,53,matched,1.43036145835565,103.774102414119,305 WOODLANDS STREET 31 FUCHUN NEIGHBOURHOOD CENTRE SINGAPORE 730305,WOODLANDS,21410.1258405652,45787.7046462931,OK,0,0,0,0,residential,NORTH REGION,70072,0.0
Singapore Pools LOT One Branch,Singapore Pools LOT One Branch21 Choa Chu Kang Avenue 4 #03-09 Lot 1 Shoppers' Mall Singapore 689812,689812,Authorised Retailer (FairPrice),6,21,27,matched,1.38493874036122,103.745022476677,21 CHOA CHU KANG AVENUE 4 CHOA CHU KANG LIBRARY SINGAPORE 689812,CHOA CHU KANG,18173.7710486762,40765.1880696882,OK,0,49026,49026,49026,residential,WEST REGION,49026,0.00055073
Singapore Pools Jurong West N2 Branch,Singapore Pools Jurong West N2 BranchBlock 276 Jurong West Street 25 #01-05 Singapore 640276,640276,Branch,6,16,22,matched,1.35360972722828,103.703730685947,276 JURONG WEST STREET 25 MULTI STOREY CAR PARK SINGAPORE 640276,JURONG WEST,13578.3280039858,37301.1875603851,OK,0,0,0,0,residential,WEST REGION,75206,0.0
Singapore Pools Jurong East Branch,Singapore Pools Jurong East BranchBlock 351 Jurong East Street 31 #01-93 Singapore 600351,600351,Branch,6,45,51,matched,1.34483235593159,103.730778253202,351 JURONG EAST STREET 31 YUHUA PLACE SINGAPORE 600351,JURONG EAST,16588.3801597031,36330.4850594122,OK,0,0,0,0,residential,WEST REGION,24122,0.0
Singapore Pools Hougang N3 Branch,Singapore Pools Hougang N3 BranchBlock 322 Hougang Avenue 5 #01-70 Singapore 530322,530322,Branch,6,23,29,matched,1.36709855359263,103.89697867894,322 HOUGANG AVENUE 5 SINGAPORE 530322,HOUGANG,35084.6077223588,38792.4217136502,OK,0,0,0,57557,residential,NORTH-EAST REGION,57557,0.0
Singapore Pools Gek Poh Shopping Centre (Jurong West N7) Branch,Singapore Pools Gek Poh Shopping Centre (Jurong West N7) Branch762 Jurong West Street 75 #01-338 Gek Poh Shopping Centre Singapore 640762,640762,,6,43,49,scraped,1.34874357136408,103.697732091001,762 JURONG WEST STREET 75 GEK POH SHOPPING CENTRE SINGAPORE 640762,JURONG WEST,12910.7207379946,36763.1478772014,OK,0,0,0,0,residential,WEST REGION,75206,0.0
Singapore Pools Funan Branch,Singapore Pools Funan Branch107 North Bridge Road #B1-02 Funan Singapore 179105,179105,Branch,6,12,18,matched,1.29134759697794,103.849989790085,107 NORTH BRIDGE ROAD FUNAN SINGAPORE 179105,DOWNTOWN CORE,29855.3625422399,30416.1814862192,OK,0,1995,3990,7980,residential,CENTRAL REGION,1995,0.00451128
Singapore Pools Circuit Road 64 Branch,Singapore Pools Circuit Road 64 BranchBlock 64 Circuit Road #01-355 Singapore 370064,370064,Branch,6,14,20,matched,1.32698404492367,103.887148432844,64 CIRCUIT ROAD SINGAPORE 370064,GEYLANG,33990.7164950753,34356.7356295306,OK,0,0,31514,31514,residential,CENTRAL REGION,31514,0.00063464
Singapore Pools Bukit Batok Central Branch,Singapore Pools Bukit Batok Central BranchBlock 642 Bukit Batok Central #01-54/56 (part of) Singapore 650642,650642,Branch,6,50,56,matched,1.34900647948549,103.751706683374,642 BUKIT BATOK CENTRAL SINGAPORE 650642,BUKIT BATOK,18917.5034136316,36791.9509207737,OK,0,0,45585,45585,residential,WEST REGION,45585,0.00122847
Singapore Pools Ang Mo Kio N6 Branch,Singapore Pools Ang Mo Kio N6 BranchBlock 630 Ang Mo Kio Avenue 4 #01-968 Singapore 560630,560630,Branch,6,38,44,matched,1.38054138917049,103.841068277331,630 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560630,ANG MO KIO,28862.4437649706,40278.7696457673,OK,0,51310,51310,51310,residential,NORTH-EAST REGION,51310,0.00085753
NTUC FairPrice Yishun Ring Road,NTUC FairPrice Yishun Ring RoadBlock 849 Yishun Ring Road #01-3701/3703 Singapore 760849,760849,Authorised Retailer (FairPrice),6,30,36,matched,1.4169831658118,103.835218177871,849 YISHUN RING ROAD MLC (YISHUN) PTE. LTD. SINGAPORE 760849,YISHUN,28211.3982013613,44308.315505242,OK,65614,65614,65614,65614,residential,NORTH REGION,65614,0.00054866
NTUC FairPrice Serangoon North Avenue 1,NTUC FairPrice Serangoon North Avenue 1Block 152B Serangoon North Avenue 1 #01-384 Singapore 552152,552152,Authorised Retailer (FairPrice),6,32,38,matched,1.36979940374161,103.87303579046,152B SERANGOON NORTH AVENUE 1 SINGAPORE 552152,SERANGOON,32420.0451081926,39091.0107117519,OK,0,0,21632,21632,residential,NORTH-EAST REGION,21632,0.00175666
NTUC FairPrice Havelock Road,NTUC FairPrice Havelock RoadBlock 50 Havelock Road #01-755 Singapore 160050,160050,Authorised Retailer (FairPrice),6,10,16,matched,1.28977813992267,103.826793758887,50 HAVELOCK ROAD MY FIRST SKOOL SINGAPORE 160050,BUKIT MERAH,27273.843107665,30242.6338874418,OK,0,0,0,1995,residential,CENTRAL REGION,54157,0.0
NTUC FairPrice Changi Business Park,NTUC FairPrice Changi Business Park8 Changi Business Park Avenue 1 #01-51/#02-51 Singapore 486018,486018,Authorised Retailer (FairPrice),6,23,29,matched,1.33491977663975,103.963653900382,8 CHANGI BUSINESS PARK AVENUE 1 CHANGI LINK @ ESR BIZPARK @ CHANGI SINGAPORE 486018,TAMPINES,42504.9627770297,35234.5472926777,OK,75342,75342,75342,75342,residential,EAST REGION,75342,0.00038491
Ng Nam Thye Trading - Taman Jurong,Ng Nam Thye Trading - Taman Jurong399 Yung Sheng Road #01-07 Taman Jurong Shopping Centre Singapore 610399,610399,Authorised Retailer,6,27,33,matched,1.3350420286067,103.72026802061,399 YUNG SHENG ROAD IMAN CHILDCARE (JURONG) PTE. LTD. SINGAPORE 610399,JURONG WEST,15418.6544969035,35247.9702959526,OK,0,0,0,0,residential,WEST REGION,75206,0.0
Li Thoe Trading,Li Thoe TradingBlock 119 Aljunied Avenue 2 #01-78 Singapore 380119,380119,Authorised Retailer,6,32,38,matched,1.32012887290025,103.886058091225,119 ALJUNIED AVENUE 2 SINGAPORE 380119,GEYLANG,33869.3886141358,33598.7229509298,OK,31514,31514,31514,31514,residential,CENTRAL REGION,31514,0.00120581
Li Li Cheng Supermarket (Punggol) Pte Ltd,Li Li Cheng Supermarket (Punggol) Pte LtdBlock 273C Punggol Place #01-884 Singapore 823273,823273,Authorised Retailer,6,23,29,matched,1.40230301367166,103.901262391698,273C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823273,PUNGGOL,35561.2224068912,42685.1680306997,OK,0,0,0,0,residential,NORTH-EAST REGION,55811,0.0
Cold Storage Compass One,Cold Storage Compass One1 Sengkang Square #B1-25 Compass One Singapore 545078,545078,Authorised Retailer,6,39,45,matched,1.39193355469474,103.895026387256,1 SENGKANG SQUARE SENGKANG LIBRARY SINGAPORE 545078,SENGKANG,34867.2697365321,41538.545889603,OK,0,0,0,0,residential,NORTH-EAST REGION,70189,0.0
Chua Yan Kee,Chua Yan KeeBlk 49 Tanglin Halt Road #01-349 Singapore 142049,142049,,6,8,14,scraped,1.3004269308691,103.797359760167,49 TANGLIN HALT ROAD SINGAPORE 142049,QUEENSTOWN,23998.1064000167,31420.1498633567,OK,0,0,0,36378,residential,CENTRAL REGION,36378,0.0
Chng Siow Eng Agency,Chng Siow Eng Agency625 Elias Road #01-314 Elias Mall Singapore 510625,510625,Authorised Retailer,6,26,32,matched,1.37860239032585,103.941978177673,625 ELIAS ROAD CHERIE HEARTS KIDZ CAMPUS PTE. LTD. SINGAPORE 510625,PASIR RIS,40092.46070184,40064.6394003183,OK,0,0,0,29654,residential,EAST REGION,29654,0.0
Cheng Tai Boon Beng,Cheng Tai Boon Beng150 Orchard Road #01-63 Orchard Plaza Singapore 238841,238841,Authorised Retailer,6,21,27,matched,1.30125729409965,103.841150144584,150 ORCHARD ROAD ORCHARD PLAZA SINGAPORE 238841,ORCHARD,28871.5825470258,31511.9399756845,OK,0,0,3990,5985,commercial,CENTRAL REGION,0,0.00676692
Cheng Chew Wah Agency - Marine Terrace,Cheng Chew Wah Agency - Marine TerraceBlock 58 Marine Terrace #01-47 Singapore 440058,440058,Authorised Retailer,6,26,32,matched,1.30611781253448,103.914026029355,58 MARINE TERRACE MARINE TERRACE HAVEN SINGAPORE 440058,MARINE PARADE,36981.9965683632,32049.5338720065,OK,0,0,0,0,residential,CENTRAL REGION,7857,0.0
7-Eleven Store McCallum Street,7-Eleven Store McCallum Street3 McCallum Street Singapore 069044,069044,Authorised Retailer (7-Eleven),6,37,43,matched,1.27968475844532,103.847576349037,3 MCCALLUM STREET TELOK AYER CONSERVATION AREA SINGAPORE 069044,OUTRAM,29586.7744734352,29126.563371338,OK,0,1995,3990,3990,residential,CENTRAL REGION,1995,0.01077694
Wong Teck Chow Enterprise (Private) Limited,Wong Teck Chow Enterprise (Private) Limited390 Victoria Street #01-33 Village Hotel Bugis Singapore 188061,188061,Authorised Retailer,5,5,10,matched,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,ROCHOR,30725.0377778802,31590.9764006641,OK,0,0,1995,44161,residential,CENTRAL REGION,1995,0.00501253
U Stars Sumang Walk,U Stars Sumang WalkBlock 218 Sumang Walk #01-01 Singapore 820218,820218,,5,2,7,scraped,1.40322712524584,103.89538702242,218 SUMANG WALK MATILDA PORTICO SINGAPORE 820218,PUNGGOL,34907.3707287796,42787.3335235603,OK,0,0,0,0,residential,NORTH-EAST REGION,55811,0.0
Tuck Lee Long,Tuck Lee LongBlock 159 Ang Mo Kio Avenue 4 #01-536 Singapore 560159,560159,Authorised Retailer,5,23,28,matched,1.37479893193043,103.839858129785,159 ANG MO KIO AVENUE 4 SINGAPORE 560159,ANG MO KIO,28727.7713353699,39643.7975014262,OK,51310,51310,51310,51310,residential,NORTH-EAST REGION,51310,0.0005457
Tay Ah Tho Trading,Tay Ah Tho Trading768 Woodlands Avenue 6 #01-21 Woodlands Mart Singapore 730768,730768,Authorised Retailer,5,25,30,matched,1.44571784134906,103.798166316676,768 WOODLANDS AVENUE 6 CENTRAL 24-HR CLINIC (WOODLANDS) SINGAPORE 730768,WOODLANDS,24088.1051925337,47485.6815684885,OK,0,0,0,0,residential,NORTH REGION,70072,0.0
Tan Kai Huat Provision Shop,Tan Kai Huat Provision ShopBlock 123 Hougang Avenue 1 #01-1408 Singapore 530123,530123,Authorised Retailer,5,17,22,matched,1.35338313924634,103.88625894527,123 HOUGANG AVENUE 1 SINGAPORE 530123,HOUGANG,33891.6624601372,37275.8115184642,OK,0,0,57557,57557,residential,NORTH-EAST REGION,57557,0.00038223
Singapore Pools Sim Lim Square Branch,Singapore Pools Sim Lim Square Branch1 Rochor Canal Road #B1-37 Sim Lim Square Singapore 188504,188504,Branch,5,28,33,matched,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,ROCHOR,30194.5713863662,31707.3292541914,OK,1995,1995,3990,3990,residential,CENTRAL REGION,1995,0.00827068
Singapore Pools Silat Avenue Branch,Singapore Pools Silat Avenue BranchBlock 150 Silat Avenue #01-42 Singapore 160150,160150,Branch,5,13,18,matched,1.27707706824333,103.831425856916,150 SILAT AVENUE SINGAPORE 160150,BUKIT MERAH,27789.3550872682,28838.2141532004,OK,0,0,0,1995,residential,CENTRAL REGION,54157,0.0
Singapore Pools Siglap Branch,Singapore Pools Siglap Branch697B East Coast Road Singapore 459060,459060,Branch,5,19,24,matched,1.31205682541822,103.922171053658,697D EAST COAST ROAD FRANKEL ESTATE SINGAPORE 459060,BEDOK,37888.4402609766,32706.2707245927,OK,0,0,0,64415,residential,EAST REGION,64415,0.0
Singapore Pools Chinatown Point Branch,Singapore Pools Chinatown Point Branch133 New Bridge Road #B1-06 Chinatown Point  Singapore 059413,059413,Branch,5,77,82,matched,1.28533894878838,103.845015574621,133 NEW BRIDGE ROAD CHINATOWN LIBRARY SINGAPORE 059413,OUTRAM,29301.778130658,29751.7730920855,OK,1995,1995,3990,5985,residential,CENTRAL REGION,1995,0.02055138
Singapore Pools Chin Swee Branch,Singapore Pools Chin Swee BranchBlock 52 Chin Swee Road #01-65/69 Singapore 160052,160052,Branch,5,19,24,matched,1.28708278284998,103.841580109275,52 CHIN SWEE ROAD SINGAPORE 160052,OUTRAM,28919.4388323296,29944.5957666449,OK,0,1995,1995,5985,residential,CENTRAL REGION,1995,0.01203008
Singapore Pools Cheong Chin Nam Road Branch,Singapore Pools Cheong Chin Nam Road Branch5 Cheong Chin Nam Road Singapore 599730,599730,Branch,5,26,31,matched,1.34248911530733,103.775237429914,5 CHEONG CHIN NAM ROAD SINGAPORE 599730,BUKIT TIMAH,21536.1978042005,36071.2185610179,OK,0,0,0,0,residential,CENTRAL REGION,2554,0.0
Singapore Pools Beo Crescent Branch,Singapore Pools Beo Crescent BranchBlock 36 Beo Crescent #01-45 Singapore 160036,160036,Branch,5,25,30,matched,1.28835977080873,103.827056911096,36 BEO CRESCENT CS MONTESSORI KINDERGARTEN @ TIONG BAHRU SINGAPORE 160036,BUKIT MERAH,27303.1293190625,30085.7978781052,OK,0,0,0,1995,residential,CENTRAL REGION,54157,0.0
Sheng Siong Junction 9,Sheng Siong Junction 918 Yishun Avenue 9 #02-05 to #02-10 Junction 9 Singapore 768897,768897,Authorised Retailer,5,15,20,matched,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,YISHUN,28928.3840203611,46092.960954776,OK,0,0,0,0,residential,NORTH REGION,65614,0.0
Prime Chai Chee Road,Prime Chai Chee RoadBlock 25A Chai Chee Road #01-459 Singapore 461025,461025,Authorised Retailer,5,16,21,matched,1.32328959946584,103.924149636877,25A CHAI CHEE ROAD SINGAPORE 461025,BEDOK,38108.5927758049,33948.3426496629,OK,0,0,0,64415,residential,EAST REGION,64415,0.0
Overseas Emporium (Private) Limited,Overseas Emporium (Private) Limited1 Park Road #02-70 People's Park Complex Singapore 059108,059108,Authorised Retailer,5,30,35,matched,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,OUTRAM,29024.0389001919,29618.5318235587,OK,1995,1995,1995,3990,residential,CENTRAL REGION,1995,0.01754386
OCN (Singapore) Pte Ltd,OCN (Singapore) Pte LtdBlock 501 West Coast Drive #01-266 Singapore 120501,120501,Authorised Retailer,5,34,39,matched,1.31231254760543,103.759312529215,501 WEST COAST DRIVE SINGAPORE 120501,CLEMENTI,19763.8282618942,32734.4935309179,OK,0,26730,26730,26730,residential,WEST REGION,26730,0.00145903
NTUC FairPrice Xpress Macpherson Road,NTUC FairPrice Xpress Macpherson Road110 MacPherson Road ExxonMobil Singapore 348501,348501,Authorised Retailer (FairPrice),5,26,31,matched,1.32869206523005,103.872188869956,110 MACPHERSON ROAD ESSO MACPHERSON SINGAPORE 348501,GEYLANG,32325.8656714968,34545.5686206203,OK,0,0,0,0,residential,CENTRAL REGION,31514,0.0
NTUC FairPrice Marsiling MRT Station,NTUC FairPrice Marsiling MRT Station71 Woodlands Avenue 3 #01-01 Marsiling MRT Singapore 739044,739044,Authorised Retailer (FairPrice),5,24,29,matched,1.43252114855026,103.774074641403,71 WOODLANDS AVENUE 3 MARSILING MRT STATION (NS8) SINGAPORE 739044,WOODLANDS,21407.0413211482,46026.5125302058,OK,0,0,0,0,residential,NORTH REGION,70072,0.0
NTUC FairPrice Lorong 4 Toa Payoh,NTUC FairPrice Lorong 4 Toa PayohBlock 192 Lorong 4 Toa Payoh #01-670/672 Singapore 310192,310192,Authorised Retailer (FairPrice),5,20,25,matched,1.33166814812852,103.850487239503,192 LORONG 4 TOA PAYOH SINGAPORE 310192,TOA PAYOH,29910.6938390704,34874.6212546844,OK,0,0,0,42185,residential,CENTRAL REGION,42185,0.0
NTUC FairPrice Joo Koon,NTUC FairPrice Joo Koon1 Joo Koon Circle #03-21 Fairprice Hub Singapore 629117,629117,Authorised Retailer (FairPrice),5,23,28,matched,1.32561767765205,103.678409741897,1 JOO KOON CIRCLE FAIRPRICE HUB SINGAPORE 629117,PIONEER,10760.1903017079,34206.1238678284,OK,0,0,0,0,commercial,WEST REGION,0,0.0
NTUC FairPrice Jem,NTUC FairPrice Jem50 Jurong Gateway Road #B1-21/22 Jem Singapore 608549,608549,Authorised Retailer (FairPrice),5,52,57,matched,1.33329334473462,103.743278742341,50 JURONG GATEWAY ROAD JEM SINGAPORE 608549,JURONG EAST,17979.5026238747,35054.5037911125,OK,0,0,0,0,residential,WEST REGION,24122,0.0
NTUC FairPrice Boon Lay Place,NTUC FairPrice Boon Lay Place221 Boon Lay Place #02-200 Boon Lay Shopping Complex Singapore 640221,640221,Authorised Retailer (FairPrice),5,46,51,matched,1.34633552457315,103.712430373455,221 BOON LAY PLACE BOON LAY SHOPPING CENTRE SINGAPORE 640221,JURONG WEST,14546.4666856667,36496.7915879078,OK,0,0,0,75206,residential,WEST REGION,75206,0.0
