outlet_name,postal_code,outlet_type,group1_wins,group2_wins,combined_wins,source,latitude,longitude,onemap_address,x_svy21,y_svy21,planning_area,geocode_status
Singapore Pools Tampines Mart Branch,529287,Branch,10,24,34,matched,1.35454944260132,103.959900189012,11 TAMPINES STREET 32 PLAYFACTO SCHOOL @ TAMPINES SINGAPORE 529287,42087.1006097961,37405.0789034087,,OK
Singapore Pools Clementi N3 Branch,120325,Branch,10,46,56,matched,1.315096685325,103.766817400667,325 CLEMENTI AVENUE 5 SINGAPORE 120325,20599.0578964362,33042.3259172272,,OK
Singapore Pools Bencoolen Branch,189646,Branch,10,58,68,matched,1.30166188823652,103.853356123694,180 BENCOOLEN STREET THE BENCOOLEN SINGAPORE 189646,30229.9975490645,31556.6854084264,,OK
Rangoon Provision Shop,210681,Authorised Retailer,10,38,48,matched,1.3137206738217,103.855272733514,681 RACE COURSE ROAD SINGAPORE 210681,30443.287252605,32890.0857380014,,OK
NTUC FairPrice Bukit Batok MRT Station,659958,Authorised Retailer (FairPrice),10,30,40,matched,1.34903331201636,103.749566478309,10 BUKIT BATOK CENTRAL BUKIT BATOK MRT STATION (NS2) SINGAPORE 659958,18679.3223191258,36794.9260214306,,OK
Livewire Singapore Pools,188994,Lottery Lobby,10,48,58,matched,1.30108996302321,103.85131529736,210 MIDDLE ROAD TOTE BOARD (TOTE BOARD) SINGAPORE 188994,30002.8724712385,31493.4431503005,,OK
Livewire Marina Bay Sands,018972,Livewire,10,40,50,matched,1.28332249857386,103.857629111139,2 BAYFRONT AVENUE CRYSTAL PAVILION SOUTH SINGAPORE 018972,30705.5618437575,29528.814311415,,OK
Lee Eng Trading Store,522201,Authorised Retailer,10,44,54,matched,1.35345315769813,103.953009918868,201B TAMPINES STREET 21 SINGAPORE 522201,41320.296353179,37283.8180963211,,OK
Cheers Harbourfront Centre,099253,Authorised Retailer,10,35,45,matched,1.26401293230767,103.82005101011,1 MARITIME SQUARE CONSULATE-GENERAL OF THE REPUBLIC OF COTE D'IVOIRE SINGAPORE 099253,26523.4179164171,27393.6533519011,,OK
Singapore Pools Woodlands N5 Branch,730548,Branch,9,39,48,matched,1.43044361849124,103.793804884379,548 WOODLANDS DRIVE 44 FC SINGAPORE 730548,23602.7169394372,45796.7423332836,,OK
Singapore Pools Toa Payoh Lorong 8 Branch,310212,Branch,9,34,43,matched,1.34064293639026,103.85433449712,212 LORONG 8 TOA PAYOH SINGAPORE 310212,30338.8452441534,35867.0107659921,,OK
Singapore Pools New Upper Changi Branch,462026,Branch,9,28,37,matched,1.3233383625591,103.934207271148,26 NEW UPPER CHANGI ROAD SINGAPORE 462026,39227.9082619073,33953.7778714988,,OK
Singapore Pools Lorong 25A Geylang Branch,388251,Branch,9,47,56,matched,1.31549499038813,103.883256086159,62A LORONG 25A GEYLANG SINGAPORE 388251,33557.5632148786,33086.3253955096,,OK
Singapore Pools Jurong West N4 Branch,640498,Branch,9,53,62,matched,1.34833335760515,103.724307319237,498 JURONG WEST STREET 41 SINGAPORE 640498,15868.2522515813,36717.6398426108,,OK
Singapore Pools Clementi Town Centre Branch,120446,Branch,9,68,77,matched,1.31251305732378,103.764927758669,446 CLEMENTI AVENUE 3 SINGAPORE 120446,20388.7509816196,32756.6470919531,,OK
Singapore Pools Bedok Town Centre Branch,460204,Branch,9,54,63,matched,1.32635909520616,103.929995919076,204 BEDOK NORTH STREET 1 BEDOK TOWN CENTRE SINGAPORE 460204,38759.2131650466,34287.7768086586,,OK
NTUC FairPrice Lot 1 Shoppers' Mall,689812,Authorised Retailer (FairPrice),9,30,39,matched,1.38493874036122,103.745022476677,21 CHOA CHU KANG AVENUE 4 CHOA CHU KANG LIBRARY SINGAPORE 689812,18173.7710486762,40765.1880696882,,OK
Nan Huat Wine Store,570513,Authorised Retailer,9,40,49,matched,1.34946633905282,103.849467349041,513 BISHAN STREET 13 SINGAPORE 570513,29797.1776404409,36842.653455928,,OK
Evercool Engineering,310095,Authorised Retailer,9,34,43,matched,1.33889072150034,103.848993316875,95 LORONG 4 TOA PAYOH TOA PAYOH PALM SPRING SINGAPORE 310095,29744.4306543283,35673.2553532459,,OK
Tan Boon Tin Agency,440056,,8,23,31,scraped,1.30560569433107,103.91537607851,56 MARINE TERRACE MARINE TERRACE HAVEN SINGAPORE 440056,37132.2465671236,31992.9112824537,,OK
Singapore Pools Pasir Ris N2 Branch,510259,Branch,8,45,53,matched,1.36645364010349,103.964598499523,259 PASIR RIS STREET 21 LOYANG POINT SINGAPORE 510259,42609.8986984398,38721.4156571645,,OK
Singapore Pools Ang Mo Kio N7 Branch,560726,Branch,8,46,54,matched,1.37278358482637,103.84644830631,726 ANG MO KIO AVENUE 6 SINGAPORE 560726,29461.1778987525,39420.9536785576,,OK
Singapore Pools Ang Mo Kio N2 Branch,560202,Branch,8,43,51,matched,1.36844644010937,103.844516260527,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW SINGAPORE 560202,29246.1670971215,38941.3731856421,,OK
Seah Geok Eng Agency - Rivervale Plaza,540118,Authorised Retailer,8,42,50,matched,1.3849334568541,103.901558018707,118 RIVERVALE DRIVE FC/MARKET RIVERVALE PLAZA SINGAPORE 540118,35594.1773097906,40764.5300437231,,OK
NTUC FairPrice White Sands,518457,Authorised Retailer (FairPrice),8,39,47,matched,1.3724564071358,103.949763493981,1 PASIR RIS CENTRAL STREET 3 PASIR RIS LIBRARY SINGAPORE 518457,40958.9038011068,39385.0873588398,,OK
NTUC FairPrice Sun Plaza,757713,Authorised Retailer (FairPrice),8,34,42,matched,1.44819666623789,103.819498634275,30 SEMBAWANG DRIVE SEMBAWANG LIBRARY SINGAPORE 757713,26462.0589625053,47759.7519863788,,OK
NTUC FairPrice Jurong Point,648331,Authorised Retailer (FairPrice),8,64,72,matched,1.33931504032005,103.705350996191,63 JURONG WEST CENTRAL 3 BOON LAY BUS INTERCHANGE SINGAPORE 648331,13758.5676118182,35720.5406027697,,OK
NTUC FairPrice Bedok North Street 4,460089,Authorised Retailer (FairPrice),8,23,31,matched,1.33233468349262,103.938051284737,89 BEDOK NORTH STREET 4 SINGAPORE 460089,39655.6670912411,34948.5643044356,,OK
Giant Sunshine Place,680475,Authorised Retailer,8,25,33,matched,1.37805614752086,103.738931794069,475 CHOA CHU KANG AVENUE 3 KINDERLAND KINDERGARTEN (CHOA CHU KANG) SINGAPORE 680475,17495.9250015644,40004.170991024,,OK
Cheers Hougang Central,530810,Authorised Retailer,8,45,53,matched,1.37160444105564,103.893647271883,810 HOUGANG CENTRAL ALJUNIED-HOUGANG TOWN COUNCIL (MAIN OFFICE) SINGAPORE 530810,34713.849287549,39290.6505232118,,OK
Vitatron & Medical Co,058963,Authorised Retailer,7,28,35,matched,1.28294362973161,103.843328882556,60A SMITH STREET KRETA AYER CONSERVATION AREA SINGAPORE 058963,29114.0643890705,29486.9102856461,,OK
Teo Sook Cheng Agency,760293,Authorised Retailer,7,65,72,matched,1.43611425409216,103.837605235958,293 YISHUN STREET 22 SINGAPORE 760293,28477.0396516826,46423.7352620233,,OK
Soh Choo Trading,730019,Authorised Retailer,7,37,44,matched,1.44328204285332,103.777294228046,19 MARSILING LANE SINGAPORE 730019,21765.3621874293,47216.3897085264,,OK
Singapore Pools Tampines N4 Branch,520481,Branch,7,20,27,matched,1.36162956418494,103.953251115722,481 TAMPINES STREET 44 SINGAPORE 520481,41347.0940520279,38187.9267350622,,OK
Singapore Pools Serangoon Central Branch,550254,Branch,7,41,48,matched,1.35406229913885,103.871216925982,254 SERANGOON CENTRAL DRIVE SINGAPORE 550254,32217.6548147844,37350.8782368433,,OK
Singapore Pools Potong Pasir Branch,350148,Branch,7,17,24,matched,1.3323543597317,103.86777426102,148 POTONG PASIR AVENUE 1 SINGAPORE 350148,31834.559149812,34950.5191621631,,OK
Singapore Pools Lucky Plaza Branch,238863,Branch,7,67,74,matched,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,28071.6446550656,31871.1689420138,,OK
Singapore Pools Holland Drive Branch,270046,Branch,7,56,63,matched,1.30878949399241,103.792695569227,46 HOLLAND DRIVE SINGAPORE 270046,23479.0386890257,32344.8471478373,,OK
Singapore Pools Bukit Panjang Branch,670257,Branch,7,46,53,matched,1.37850873559017,103.773212348159,257 BANGKIT ROAD BUKIT PANJANG NEIGHBOURHOOD CENTRE SINGAPORE 670257,21310.927306273,40054.092188444,,OK
Singapore Pools Bishan N2 Branch,570279,Branch,7,36,43,matched,1.35722283118337,103.843785252615,279 BISHAN STREET 24 SINGAPORE 570279,29164.8201050702,37700.3233195785,,OK
Singapore Pools Ang Mo Kio N4 Branch,560447,Branch,7,45,52,matched,1.36747901420817,103.855967139125,447 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560447,30520.5130165294,38834.4091277141,,OK
Singapore Pools Anchorvale Road Branch,540308,Branch,7,25,32,matched,1.38955848510235,103.886426650492,308 ANCHORVALE ROAD MULTI STOREY CAR PARK SINGAPORE 540308,33910.2374374568,41275.8993351981,,OK
Seah Koon Huat - Bukit Merah View,151116,Authorised Retailer,7,29,36,matched,1.28513427067055,103.821532226321,116 BUKIT MERAH VIEW SINGAPORE 151116,26688.2769996626,29729.1409034245,,OK
Prime Punggol Field,820108,Authorised Retailer,7,26,33,matched,1.39649861628108,103.908866307025,108 PUNGGOL FIELD SINGAPORE 820108,36407.4559063781,42043.3725142553,,OK
NTUC FairPrice Tanjong Pagar Plaza,081005,Authorised Retailer (FairPrice),7,22,29,matched,1.27624052001347,103.843006115698,5 TANJONG PAGAR PLAZA SINGAPORE 081005,29078.1458873488,28745.7149225492,,OK
NTUC FairPrice Bukit Merah Central,150166,Authorised Retailer (FairPrice),7,33,40,matched,1.28309262574973,103.817667202598,166 BUKIT MERAH CENTRAL SINGAPORE 150166,26258.1306317728,29503.3886602689,,OK
Metro Woodlands,738099,Authorised Retailer,7,29,36,matched,1.4360700650803,103.785981524253,1 WOODLANDS SQUARE CAUSEWAY POINT SINGAPORE 738099,22732.1066652434,46418.9031902999,,OK
Livewire (Resorts World Sentosa),098138,,7,35,42,scraped,1.2570386446855,103.822038714405,26 SENTOSA GATEWAY SHOWPLACE (RESORTS WORLD SENTOSA) SINGAPORE 098138,26744.6313240752,26622.4717394784,,OK
Kis Store,500004,Authorised Retailer,7,23,30,matched,1.38909635615366,103.98746284567,4 CHANGI VILLAGE ROAD SINGAPORE 500004,45154.2731120568,41225.2923560701,,OK
Clifford Gift Shop,560532,Authorised Retailer,7,48,55,matched,1.37380851539559,103.854594160601,532 ANG MO KIO AVENUE 10 CHENG SAN CENTRE SINGAPORE 560532,30367.7107608449,39534.2918106392,,OK
Cheers Changi Village Road,500004,Authorised Retailer,7,39,46,matched,1.38909635615366,103.98746284567,4 CHANGI VILLAGE ROAD SINGAPORE 500004,45154.2731120568,41225.2923560701,,OK
7-Eleven Store Owen Road,210045,Authorised Retailer (7-Eleven),7,16,23,matched,1.31559567579803,103.850825476141,45 OWEN ROAD SINGAPORE 210045,29948.3486031415,33097.4099246319,,OK
Xie Sheng Departmental Service Company,470632,Authorised Retailer,6,27,33,matched,1.33205094618817,103.914145075793,632 BEDOK RESERVOIR ROAD EUNOS GROVE SINGAPORE 470632,36995.1522448063,34917.0898994226,,OK
Singapore Pools Woodlands N3 Branch,730305,Branch,6,47,53,matched,1.43036145835565,103.774102414119,305 WOODLANDS STREET 31 FUCHUN NEIGHBOURHOOD CENTRE SINGAPORE 730305,21410.1258405652,45787.7046462931,,OK
Singapore Pools LOT One Branch,689812,Authorised Retailer (FairPrice),6,21,27,matched,1.38493874036122,103.745022476677,21 CHOA CHU KANG AVENUE 4 CHOA CHU KANG LIBRARY SINGAPORE 689812,18173.7710486762,40765.1880696882,,OK
Singapore Pools Jurong West N2 Branch,640276,Branch,6,16,22,matched,1.35360972722828,103.703730685947,276 JURONG WEST STREET 25 MULTI STOREY CAR PARK SINGAPORE 640276,13578.3280039858,37301.1875603851,,OK
Singapore Pools Jurong East Branch,600351,Branch,6,45,51,matched,1.34483235593159,103.730778253202,351 JURONG EAST STREET 31 YUHUA PLACE SINGAPORE 600351,16588.3801597031,36330.4850594122,,OK
Singapore Pools Hougang N3 Branch,530322,Branch,6,23,29,matched,1.36709855359263,103.89697867894,322 HOUGANG AVENUE 5 SINGAPORE 530322,35084.6077223588,38792.4217136502,,OK
Singapore Pools Gek Poh Shopping Centre (Jurong West N7) Branch,640762,,6,43,49,scraped,1.34874357136408,103.697732091001,762 JURONG WEST STREET 75 GEK POH SHOPPING CENTRE SINGAPORE 640762,12910.7207379946,36763.1478772014,,OK
Singapore Pools Funan Branch,179105,Branch,6,12,18,matched,1.29134759697794,103.849989790085,107 NORTH BRIDGE ROAD FUNAN SINGAPORE 179105,29855.3625422399,30416.1814862192,,OK
Singapore Pools Circuit Road 64 Branch,370064,Branch,6,14,20,matched,1.32698404492367,103.887148432844,64 CIRCUIT ROAD SINGAPORE 370064,33990.7164950753,34356.7356295306,,OK
Singapore Pools Bukit Batok Central Branch,650642,Branch,6,50,56,matched,1.34900647948549,103.751706683374,642 BUKIT BATOK CENTRAL SINGAPORE 650642,18917.5034136316,36791.9509207737,,OK
Singapore Pools Ang Mo Kio N6 Branch,560630,Branch,6,38,44,matched,1.38054138917049,103.841068277331,630 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560630,28862.4437649706,40278.7696457673,,OK
NTUC FairPrice Yishun Ring Road,760849,Authorised Retailer (FairPrice),6,30,36,matched,1.4169831658118,103.835218177871,849 YISHUN RING ROAD MLC (YISHUN) PTE. LTD. SINGAPORE 760849,28211.3982013613,44308.315505242,,OK
NTUC FairPrice Serangoon North Avenue 1,552152,Authorised Retailer (FairPrice),6,32,38,matched,1.36979940374161,103.87303579046,152B SERANGOON NORTH AVENUE 1 SINGAPORE 552152,32420.0451081926,39091.0107117519,,OK
NTUC FairPrice Havelock Road,160050,Authorised Retailer (FairPrice),6,10,16,matched,1.28977813992267,103.826793758887,50 HAVELOCK ROAD MY FIRST SKOOL SINGAPORE 160050,27273.843107665,30242.6338874418,,OK
NTUC FairPrice Changi Business Park,486018,Authorised Retailer (FairPrice),6,23,29,matched,1.33491977663975,103.963653900382,8 CHANGI BUSINESS PARK AVENUE 1 CHANGI LINK @ ESR BIZPARK @ CHANGI SINGAPORE 486018,42504.9627770297,35234.5472926777,,OK
Ng Nam Thye Trading - Taman Jurong,610399,Authorised Retailer,6,27,33,matched,1.3350420286067,103.72026802061,399 YUNG SHENG ROAD IMAN CHILDCARE (JURONG) PTE. LTD. SINGAPORE 610399,15418.6544969035,35247.9702959526,,OK
Li Thoe Trading,380119,Authorised Retailer,6,32,38,matched,1.32012887290025,103.886058091225,119 ALJUNIED AVENUE 2 SINGAPORE 380119,33869.3886141358,33598.7229509298,,OK
Li Li Cheng Supermarket (Punggol) Pte Ltd,823273,Authorised Retailer,6,23,29,matched,1.40230301367166,103.901262391698,273C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823273,35561.2224068912,42685.1680306997,,OK
Cold Storage Compass One,545078,Authorised Retailer,6,39,45,matched,1.39205314156706,103.89507054384,1 SENGKANG SQUARE COMPASS ONE SINGAPORE 545078,34872.1834410084,41551.7693360616,,OK
Chua Yan Kee,142049,,6,8,14,scraped,1.3004269308691,103.797359760167,49 TANGLIN HALT ROAD SINGAPORE 142049,23998.1064000167,31420.1498633567,,OK
Chng Siow Eng Agency,510625,Authorised Retailer,6,26,32,matched,1.37860239032585,103.941978177673,625 ELIAS ROAD CHERIE HEARTS KIDZ CAMPUS PTE. LTD. SINGAPORE 510625,40092.46070184,40064.6394003183,,OK
Cheng Tai Boon Beng,238841,Authorised Retailer,6,21,27,matched,1.30125729409965,103.841150144584,150 ORCHARD ROAD ORCHARD PLAZA SINGAPORE 238841,28871.5825470258,31511.9399756845,,OK
Cheng Chew Wah Agency - Marine Terrace,440058,Authorised Retailer,6,26,32,matched,1.30611781253448,103.914026029355,58 MARINE TERRACE MARINE TERRACE HAVEN SINGAPORE 440058,36981.9965683632,32049.5338720065,,OK
7-Eleven Store McCallum Street,069044,Authorised Retailer (7-Eleven),6,37,43,matched,1.27968475871905,103.847576349309,3A MCCALLUM STREET TELOK AYER CONSERVATION AREA SINGAPORE 069044,29586.7745037032,29126.5634016059,,OK
Wong Teck Chow Enterprise (Private) Limited,188061,Authorised Retailer,5,5,10,matched,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,30725.0377778802,31590.9764006641,,OK
U Stars Sumang Walk,820218,,5,2,7,scraped,1.40322712524584,103.89538702242,218 SUMANG WALK MATILDA PORTICO SINGAPORE 820218,34907.3707287796,42787.3335235603,,OK
Tuck Lee Long,560159,Authorised Retailer,5,23,28,matched,1.37479893193043,103.839858129785,159 ANG MO KIO AVENUE 4 SINGAPORE 560159,28727.7713353699,39643.7975014262,,OK
Tay Ah Tho Trading,730768,Authorised Retailer,5,25,30,matched,1.44571784134906,103.798166316676,768 WOODLANDS AVENUE 6 CENTRAL 24-HR CLINIC (WOODLANDS) SINGAPORE 730768,24088.1051925337,47485.6815684885,,OK
Tan Kai Huat Provision Shop,530123,Authorised Retailer,5,17,22,matched,1.35338313541393,103.886258951798,123 HOUGANG AVENUE 1 PRO-TEACH BASC AND TUITION CENTRE (PAYA LEBAR) SINGAPORE 530123,33891.6631865688,37275.8110947125,,OK
Singapore Pools Sim Lim Square Branch,188504,Branch,5,28,33,matched,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,30194.5713863662,31707.3292541914,,OK
Singapore Pools Silat Avenue Branch,160150,Branch,5,13,18,matched,1.27707706824333,103.831425856916,150 SILAT AVENUE SINGAPORE 160150,27789.3550872682,28838.2141532004,,OK
Singapore Pools Siglap Branch,459060,Branch,5,19,24,matched,1.31205682541822,103.922171053658,697D EAST COAST ROAD FRANKEL ESTATE SINGAPORE 459060,37888.4402609766,32706.2707245927,,OK
Singapore Pools Choa Chu Kang Branch,680303,,5,38,43,scraped,1.3846968155873416,103.74378458764835,manual,,,CHOA CHU KANG,OK
Singapore Pools Chinatown Point Branch,059413,Branch,5,77,82,matched,1.28533894878838,103.845015574621,133 NEW BRIDGE ROAD CHINATOWN LIBRARY SINGAPORE 059413,29301.778130658,29751.7730920855,,OK
Singapore Pools Chin Swee Branch,160052,Branch,5,19,24,matched,1.28708278284998,103.841580109275,52 CHIN SWEE ROAD SINGAPORE 160052,28919.4388323296,29944.5957666449,,OK
Singapore Pools Cheong Chin Nam Road Branch,599730,Branch,5,26,31,matched,1.34248911530733,103.775237429914,5 CHEONG CHIN NAM ROAD SINGAPORE 599730,21536.1978042005,36071.2185610179,,OK
Singapore Pools Beo Crescent Branch,160036,Branch,5,25,30,matched,1.28830079095393,103.827180352264,36 BEO CRESCENT THE BEO CRESCENT SINGAPORE 160036,27316.8672607075,30079.2761567254,,OK
Sheng Siong Junction 9,768897,Authorised Retailer,5,15,20,matched,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,28928.3840203611,46092.960954776,,OK
Prime Chai Chee Road,461025,Authorised Retailer,5,16,21,matched,1.32328959946584,103.924149636877,25A CHAI CHEE ROAD SINGAPORE 461025,38108.5927758049,33948.3426496629,,OK
Overseas Emporium (Private) Limited,059108,Authorised Retailer,5,30,35,matched,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,29024.0389001919,29618.5318235587,,OK
OCN (Singapore) Pte Ltd,120501,Authorised Retailer,5,34,39,matched,1.31129566365301,103.758864434999,501 WEST COAST DRIVE SINGAPORE 120501,19713.9562499467,32622.053116966,,OK
NTUC FairPrice Xpress Macpherson Road,348501,Authorised Retailer (FairPrice),5,26,31,matched,1.32869206523005,103.872188869956,110 MACPHERSON ROAD ESSO MACPHERSON SINGAPORE 348501,32325.8656714968,34545.5686206203,,OK
NTUC FairPrice Marsiling MRT Station,739044,Authorised Retailer (FairPrice),5,24,29,matched,1.43252114855026,103.774074641403,71 WOODLANDS AVENUE 3 MARSILING MRT STATION (NS8) SINGAPORE 739044,21407.0413211482,46026.5125302058,,OK
NTUC FairPrice Lorong 4 Toa Payoh,310192,Authorised Retailer (FairPrice),5,20,25,matched,1.33166814812852,103.850487239503,192 LORONG 4 TOA PAYOH SINGAPORE 310192,29910.6938390704,34874.6212546844,,OK
NTUC FairPrice Joo Koon,629117,Authorised Retailer (FairPrice),5,23,28,matched,1.32561767765205,103.678409741897,1 JOO KOON CIRCLE FAIRPRICE HUB SINGAPORE 629117,10760.1903017079,34206.1238678284,,OK
NTUC FairPrice Jem,608549,Authorised Retailer (FairPrice),5,52,57,matched,1.33329334473462,103.743278742341,50 JURONG GATEWAY ROAD JEM SINGAPORE 608549,17979.5026238747,35054.5037911125,,OK
NTUC FairPrice Boon Lay Place,640221,Authorised Retailer (FairPrice),5,46,51,matched,1.34633552457315,103.712430373455,221 BOON LAY PLACE BOON LAY SHOPPING CENTRE SINGAPORE 640221,14546.4666856667,36496.7915879078,,OK
Nel's Store,470741,Authorised Retailer,5,14,19,matched,1.33773088769346,103.922272109998,741 BEDOK RESERVOIR ROAD RESERVOIR VILLAGE SINGAPORE 470741,37899.5849931166,35545.180647932,,OK
Nalayanee Trading Enterprise,534839,Authorised Retailer,5,17,22,matched,1.33843759646141,103.886437101573,127 UPPER PAYA LEBAR ROAD SINGAPORE 534839,33911.5252190921,35623.2095122691,,OK
Lucky Hill,090112,,5,14,19,scraped,1.27452852560807,103.825932928075,112 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090112,27178.0351021048,28556.4105984177,,OK
Kim Chwee Trading,600256,Authorised Retailer,5,23,28,matched,1.34416527251747,103.738263367232,256 JURONG EAST STREET 24 SINGAPORE 600256,17421.3896376407,36256.6885672398,,OK
Hin Teck Leong Trading Company - Rowell Road,200640,,5,18,23,scraped,1.30743547948389,103.854713903431,640 ROWELL ROAD SINGAPORE 200640,30381.1007417506,32195.1006872542,,OK
Giant Parkway Parade,449269,Authorised Retailer (FairPrice),5,16,21,matched,1.301041960873,103.905505005847,80 MARINE PARADE ROAD MARINE PARADE POST OFFICE SINGAPORE 449269,36033.7006082321,31488.2430501617,,OK
Everstream Trading,650283,Authorised Retailer,5,49,54,matched,1.34694365753899,103.757539380939,283 BUKIT BATOK EAST AVENUE 3 GOMBAK PLACE SINGAPORE 650283,19566.6110998513,36563.833416298,,OK
Dawn Florist,538719,Authorised Retailer,5,23,28,matched,1.3792452907016,103.887832017102,21 HOUGANG STREET 51 HOUGANG GREEN SHOPPING MALL SINGAPORE 538719,34066.6627102559,40135.5216910187,,OK
Cold Storage Northpoint,769098,Branch,5,25,30,matched,1.42969848626288,103.835776491468,930 YISHUN AVENUE 2 NORTHPOINT CITY SINGAPORE 769098,28273.5290191257,45714.3116263431,,OK
Chuan Hao Departmental Store,131019,Authorised Retailer,5,8,13,matched,1.30735380231593,103.78454843987,19A DOVER CRESCENT MULTI STOREY CAR PARK SINGAPORE 131019,22572.3360538119,32186.1118527893,,OK
Cheers New Upper Changi Road,461059,,5,21,26,scraped,1.32405898618809,103.940695612461,59 NEW UPPER CHANGI ROAD SINGAPORE 461059,39949.9935097322,34033.4911793973,,OK
Cheers Haig Road,430012,,5,16,21,scraped,1.31561468089698,103.896129520656,12 HAIG ROAD HAIG VIEW SINGAPORE 430012,34990.2525800169,33099.5925186686,,OK
Afro Asia Co Pte Ltd,760604,Authorised Retailer,5,19,24,matched,1.42171348124463,103.83554529409,604 YISHUN STREET 61 NEE SOON CENTRAL MEADOWS SINGAPORE 760604,28247.8010513587,44831.3699637074,,OK
7-Eleven Store Sixth Avenue,276472,Authorised Retailer (7-Eleven),5,14,19,matched,1.33109923987903,103.795114609687,6 SIXTH AVENUE SINGAPORE 276472,23748.2932285639,34811.7406081595,,OK
7-Eleven Store Choa Chu Kang Drive,682689,Authorised Retailer (7-Eleven),5,26,31,matched,1.40313482841143,103.749793059631,689B CHOA CHU KANG DRIVE SINGAPORE 682689,18704.747788664,42777.2021937817,,OK
7-Eleven Store Changi Road,419701,Authorised Retailer (7-Eleven),5,19,24,matched,1.31621766760551,103.898830016087,38 CHANGI ROAD SINGAPORE 419701,35290.7900795704,33166.2754595764,,OK
Yeo Soon Huat,310070,Authorised Retailer,4,9,13,matched,1.33444874946936,103.852333287558,70 LORONG 4 TOA PAYOH TOA PAYOH VISTA SINGAPORE 310070,30116.1374758715,35182.0874286592,,OK
U Stars Keat Hong Link,680817,Authorised Retailer,4,7,11,matched,1.37754385007462,103.749700036701,817 KEAT HONG LINK KEAT HONG MIRAGE SINGAPORE 680817,18694.2953761145,39947.4789061807,,OK
Teo Khar Bee Agency,150084,Authorised Retailer,4,26,30,matched,1.28708575062296,103.818851050403,84 REDHILL LANE SINGAPORE 150084,26389.8856514953,29944.9270194583,,OK
Tan Ah Leck Trading - Bukit Batok Street 11,650151,Authorised Retailer,4,29,33,matched,1.34874703502592,103.744211483999,151 BUKIT BATOK STREET 11 SINGAPORE 650151,18083.3693590276,36763.2921041436,,OK
Springdale Garments Co,560408,Authorised Retailer,4,43,47,matched,1.36209053459188,103.854587757902,408 ANG MO KIO AVENUE 10 TECK GHEE SQUARE SINGAPORE 560408,30367.0096938061,38238.5770579427,,OK
Singapore Pools Yishun N2 Branch,760256,Branch,4,30,34,matched,1.43409342098238,103.839979155802,256 YISHUN RING ROAD YISHUN SUNSHINE SINGAPORE 760256,28741.2213982223,46200.2823262513,,OK
Singapore Pools Teban Gardens Branch,600037,Branch,4,24,28,matched,1.32053143645806,103.742652199249,37 TEBAN GARDENS ROAD SINGAPORE 600037,17909.7231168924,33643.3582082093,,OK
Singapore Pools Jalan Tiga Branch,390043,Branch,4,42,46,matched,1.30813368626522,103.884729523853,43 JALAN TIGA PINE GREEN SINGAPORE 390043,33721.5593881765,32272.3532383442,,OK
Singapore Pools Ghim Moh Branch,270021,Branch,4,28,32,matched,1.31010302594118,103.788545950724,21 GHIM MOH ROAD SINGAPORE 270021,23017.2274397025,32490.0986614991,,OK
Singapore Pools Geylang Bahru Branch,330057,Branch,4,19,23,matched,1.32353780675049,103.86914775647,57 GEYLANG BAHRU GEYLANG BAHRU VILLE SINGAPORE 330057,31987.4290544391,33975.6319308337,,OK
Singapore Pools Circuit Road 88 Branch,370088,Branch,4,26,30,matched,1.32354065999154,103.885851746701,88 CIRCUIT ROAD SINGAPORE 370088,33846.4165160181,33975.9805272035,,OK
Singapore Pools Bukit Gombak Branch,650374,Branch,4,34,38,matched,1.35798291106742,103.750736425731,374 BUKIT BATOK STREET 31 SINGAPORE 650374,18809.5582492808,37784.5235836506,,OK
Singapore Pools Bedok North Branch,460509,Branch,4,27,31,matched,1.33306648174585,103.931091390071,509 BEDOK NORTH STREET 3 STAR KIDZ POWERCLUB SINGAPORE 460509,38881.0987941222,35029.4511020631,,OK
Sheng Siong Tanglin Halt Road,141088,Authorised Retailer,4,22,26,matched,1.30178506364186,103.798226442608,88 TANGLIN HALT ROAD CARE CORNER FAMILY SERVICE CENTRE (QUEENSTOWN) SINGAPORE 141088,24094.5624733763,31570.3238592092,,OK
Sheng Moh Fruits & Provision Store,128632,Authorised Retailer,4,13,17,matched,1.30836839456285,103.762107951222,29A JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128632,20074.9199954933,32298.3600045089,,OK
Prime Keat Hong,680253,Authorised Retailer,4,20,24,matched,1.37677749544409,103.744548948082,253 CHOA CHU KANG AVENUE 1 CHOA CHU KANG MARKET SINGAPORE 680253,18121.0396203063,39862.7599396724,,OK
